False_0_10_0,drop_target,Search_Food,0
False_0_10_1,go_home,Search_Food,0
False_1_10_0,drop_home,Search_Food,0
False_0_10_1,go_home,Search_Food,0
False_1_0_0,go_home,Search_Food,0
False_2_0_0,drop_home,Search_Food,0
False_0_0_0,go_home,Search_Food,0
False_1_0_0,drop_home,Search_Food,0
False_0_0_0,drop_target,Search_Food,0
False_0_0_0,drop_target,Search_Food,0
False_0_0_1,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_0,move_random,Search_Food,0
False_2_0_0,move_random,Search_Food,0
False_3_0_0,move_random,Search_Food,0
False_4_0_0,drop_home,Search_Food,0
False_0_1_0,move_random,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,drop_target,Search_Food,0
False_0_0_1,drop_home,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_10_1,drop_target,Search_Food,0
False_0_10_2,move_random,Search_Food,0
False_1_10_1,move_random,Search_Food,0
False_2_2_1,go_home,Search_Food,0
False_3_1_1,drop_home,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_0_1,drop_target,Search_Food,0
False_0_1_1,drop_home,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_0_1,drop_home,Search_Food,0
False_0_1_1,drop_target,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_1_1,move_random,Search_Food,0
False_2_0_0,drop_target,Search_Food,0
False_0_0_1,drop_target,Search_Food,0
False_0_0_1,move_random,Search_Food,0
False_1_1_1,go_target,Search_Food,0
False_2_1_1,drop_target,Search_Food,0
False_0_1_1,go_home,Search_Food,0
False_1_2_1,go_home,Search_Food,0
False_2_10_1,move_random,Search_Food,0
False_3_10_1,move_random,Search_Food,0
False_4_10_1,drop_home,Search_Food,0
False_0_10_1,move_random,Search_Food,0
False_1_10_1,drop_home,Search_Food,0
False_0_10_1,move_random,Search_Food,0
False_1_10_1,drop_target,Search_Food,0
False_0_10_1,drop_home,Search_Food,0
False_0_10_1,drop_home,Search_Food,0
False_0_10_1,drop_home,Search_Food,0
False_0_10_1,drop_home,Search_Food,0
False_0_10_1,go_home,Search_Food,0
False_1_1_1,drop_home,Search_Food,0
False_0_2_1,go_target,Search_Food,0
False_1_1_0,go_home,Search_Food,0
False_2_1_1,go_home,Search_Food,0
False_3_0_0,move_random,Search_Food,0
False_4_0_0,go_home,Search_Food,0
False_0_0_0,go_home,Search_Food,0
False_1_0_0,move_random,Search_Food,0
False_2_0_0,drop_target,Search_Food,0
False_0_0_1,go_home,Search_Food,0
False_1_0_0,drop_home,Search_Food,0
False_0_1_0,go_home,Search_Food,0
False_1_0_0,go_target,Search_Food,0
False_2_1_1,drop_target,Search_Food,0
False_0_1_2,go_home,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_0,go_home,Search_Food,0
False_2_0_0,go_home,Search_Food,0
False_3_0_0,drop_target,Search_Food,0
False_0_0_0,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_0,move_random,Search_Food,0
False_2_0_0,go_target,Search_Food,0
False_3_0_0,drop_home,Search_Food,0
False_0_0_0,go_target,Search_Food,0
False_1_0_1,drop_home,Search_Food,0
False_0_1_0,go_home,Search_Food,0
False_1_0_0,go_home,Search_Food,0
False_2_0_0,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_1,move_random,Search_Food,0
False_2_1_0,drop_home,Search_Food,0
False_0_1_0,drop_target,Search_Food,0
False_0_1_1,drop_target,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_1_1,go_home,Search_Food,0
False_2_1_1,drop_target,Search_Food,0
False_0_1_1,drop_target,Search_Food,0
False_0_2_1,go_target,Search_Food,0
False_1_0_0,drop_home,Search_Food,0
False_0_1_0,go_home,Search_Food,0
False_1_0_0,go_home,Search_Food,0
False_2_0_0,go_target,Search_Food,0
False_3_0_1,drop_home,Search_Food,0
False_0_1_1,move_random,Search_Food,0
False_1_0_0,move_random,Search_Food,0
False_2_1_1,go_target,Search_Food,0
False_3_0_1,move_random,Search_Food,0
False_4_0_0,move_random,Search_Food,0
False_0_0_0,go_home,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,go_home,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_1,drop_target,Search_Food,0
False_0_0_1,go_home,Search_Food,0
False_1_0_0,drop_home,Search_Food,0
False_0_1_0,drop_target,Search_Food,0
False_0_1_1,drop_home,Search_Food,0
False_0_1_1,drop_target,Search_Food,0
False_0_1_1,go_home,Search_Food,0
False_1_0_1,move_random,Search_Food,0
False_2_0_0,move_random,Search_Food,0
False_3_0_0,drop_target,Search_Food,0
False_0_0_1,go_home,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,move_random,Search_Food,0
False_1_0_0,go_target,Search_Food,0
False_2_0_0,drop_home,Search_Food,0
False_0_1_0,drop_home,Search_Food,0
False_0_1_0,drop_home,Search_Food,0
False_0_1_0,go_home,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,go_target,Search_Food,0
False_1_0_0,drop_target,Search_Food,0
False_0_0_1,go_home,Search_Food,0
False_1_0_0,go_target,Search_Food,0
False_2_0_0,move_random,Search_Food,0
False_3_0_1,drop_home,Search_Food,0
False_0_1_0,drop_home,Search_Food,0
False_0_1_0,drop_home,Search_Food,0
False_0_1_0,drop_target,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_0_1,drop_home,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_0_0,go_target,Search_Food,0
False_2_1_1,go_home,Search_Food,0
False_3_1_0,drop_target,Search_Food,0
False_0_1_1,go_target,Search_Food,0
False_1_0_0,go_home,Search_Food,0
